Algorithm,1000 Elements,5000 Elements,10000 Elements,25000 Elements,50000 Elements
quick_sort,0.0397586822509765,0.4157667160034179,1.7638940811157229,11.203860521316528,49.40237832069397
quick_sort,0.0396134853363037,0.4343240261077881,1.7858405113220217,11.265378713607788,48.26295638084412
quick_sort,0.0398569107055664,0.4131786823272705,1.8055391311645508,11.635949611663818,49.2852771282196
quick_sort,0.040112018585205,0.4205420017242432,1.7746589183807373,11.312457084655762,49.73249101638794
quick_sort,0.0389589071273804,0.4285697937011719,1.7932450771331787,11.40791368484497,48.50346732139587
quick_sort,0.0394256114959717,0.4173183441162109,1.8186044692993164,11.506729125976562,49.00782346725464
quick_sort,0.039689302444458,0.4316549301147461,1.7792134284973145,11.25768494606018,48.964537382125854
quick_sort,0.0400214195251464,0.4198751449584961,1.7689015865325928,11.154972314834597,49.58802771568298
quick_sort,0.0392844676971436,0.4254364967346191,1.7829341888427734,11.482614517211914,48.83547806739807
quick_sort,0.0401041507720947,0.4163849353790283,1.8093247413635247,11.643589973449709,49.29189419746399
quick_sort_mid_pivot,0.0005314350128173,0.0058462619781494,0.0129404067993164,0.0337693691253662,0.0738956928253173
quick_sort_mid_pivot,0.0010144710540771,0.0050034523010253,0.0114665031433105,0.0348074436187744,0.0689005851745605
quick_sort_mid_pivot,0.0011582374572753,0.0059995651245117,0.0113422870635986,0.0317511558532714,0.0684857368469238
quick_sort_mid_pivot,0.0010042190551757,0.0055766105651855,0.0124387741088867,0.0325775146484375,0.0685746669769287
quick_sort_mid_pivot,0.0020110607147216,0.0057930946350097,0.0117688179016113,0.0323753356933593,0.0694739818572998
quick_sort_mid_pivot,0.0010304450988769,0.0055932998657226,0.0115611553192138,0.0315463542938232,0.0709006786346435
quick_sort_mid_pivot,0.0011508464813232,0.0055317878723144,0.0120441913604736,0.0324892997741699,0.0683836936950683
quick_sort_mid_pivot,0.0005726814270019,0.0057964324951171,0.0107808113098144,0.0325169563293457,0.0711135864257812
quick_sort_mid_pivot,0.0009882450103759,0.0051941871643066,0.0118665695190429,0.0331602096557617,0.0734550952911377
quick_sort_mid_pivot,0.0009839534759521,0.0059378147125244,0.0134694576263427,0.0313813686370849,0.0682916641235351
bubble_sort,0.0209720134735107,0.579920768737793,2.4912850856781006,18.73895573616028,81.48596000671387
bubble_sort,0.0178179740905761,0.5196382999420166,2.588644504547119,22.54904127120972,87.83596467971802
bubble_sort,0.0193667411804199,0.676628589630127,3.2942676544189453,21.730011224746704,86.52807664871216
bubble_sort,0.0213580131530762,0.5823173522949219,2.521487236022949,19.02311873435974,82.0184326171875
bubble_sort,0.0180294513702393,0.528374195098877,2.601835012435913,22.12907695770264,87.11984586715698
bubble_sort,0.0195279121398925,0.6645383834838867,3.312743902206421,21.594379901885983,85.92744374275208
bubble_sort,0.0201456546783447,0.5878946781158447,2.533429145812988,19.281559705734253,82.55496263504028
bubble_sort,0.0184962749481201,0.5231766700744629,2.609718084335327,22.34327888488769,88.20367479324341
bubble_sort,0.0198945999145508,0.6724576950073242,3.2763988971710205,21.825632333755493,86.29381036758423
bubble_sort,0.021052360534668,0.5810236930847168,2.5120835304260254,19.09238362312317,81.7634289264679
